Model Year,Vehicle Manufacturer Name,Veh Mfr Code,Represented Test Veh Make,Represented Test Veh Model,Test Vehicle ID,Test Veh Configuration #,Test Veh Displacement (L),Actual Tested Testgroup,Vehicle Type,Rated Horsepower,# of Cylinders and Rotors,Engine Code,Tested Transmission Type Code,Tested Transmission Type,# of Gears,Transmission Lockup?,Drive System Code,Drive System Description,Transmission Overdrive Code,Transmission Overdrive Desc,Weight,Axle Ratio,N/V Ratio,Shift Indicator Light Use Cd,Shift Indicator Light Use Desc,Test Number,Test Originator,Analytically Derived FE?,ADFE Test Number,ADFE Total Road Load HP,ADFE Equiv. Test Weight (lbs.),ADFE N/V Ratio,Test Procedure Cd,Test Procedure Description,Test Fuel Type Cd,Test Fuel Type Description,Test Category,THC (g/mi),CO (g/mi),CO2 (g/mi),NOx (g/mi),PM (g/mi),CH4 (g/mi),N2O (g/mi),RND_ADJ_FE,FE_UNIT,FE Bag 1,FE Bag 2,FE Bag 3,FE Bag 4,DT-Inertia Work Ratio Rating,DT-Absolute Speed Change Ratg,DT-Energy Economy Rating,Target Coef A (lbf),Target Coef B (lbf/mph),Target Coef C (lbf/mph**2),Set Coef A (lbf),Set Coef B (lbf/mph),Set Coef C (lbf/mph**2),Aftertreatment Device Cd,Aftertreatment Device Desc,Police - Emergency Vehicle?,Averaging Group ID,Averaging Weighting Factor,Averaging Method Cd,Averging Method Desc
2018,Mercedes-Benz,MBX,Mercedes-Benz,AMG GT S,C190E40DETC-Z6013,0,3.982,GMBXV04.0U2A,Car,503,8,M178E40DETC-S,AM,Automated Manual,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,3.67,29.6,1,Not eqipped,GMBX10035443,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.00032,0.154,295.3,0.0026,,0.00064,0,30.2,MPG,,,,,4.94,3.89,-0.2,39.4,0.66887,0.017992,24.167,-0.3792,0.026405,TWC,Three-way catalyst,N,,,N,No averaging
2018,Mercedes-Benz,MBX,Mercedes-Benz,AMG GT S,C190E40DETC-Z6013,0,3.982,GMBXV04.0U2A,Car,503,8,M178E40DETC-S,AM,Automated Manual,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,3.67,29.6,1,Not eqipped,GMBX10035445,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.01722,0.2298,441.42,0.0148,,0.00435,0.00145,20.2,MPG,19,19,23.6,,2.96,1.41,0.37,39.4,0.66887,0.017992,24.167,-0.3792,0.026405,TWC,Three-way catalyst,N,,,N,No averaging
2018,Mercedes-Benz,MBX,Mercedes-Benz,AMG S 63 4MATIC,V222E40DETC-Z8017,0,3.982,JMBXJ04.0U2A,Both,603,8,M177-40DETC,A,Automatic,9,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5250,2.82,21,1,Not eqipped,JMBX10049872,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.01877,0.35129,425.94,0.01594,0.001,0.00411,0.00132,20.8,MPG,19.04,20.61,22.56,,-0.77,-0.52,0.47,48.09,0.2459,0.01513,17.68,0.07922,0.014481,TWC,Three-way catalyst,N,,,N,No averaging
2018,Mercedes-Benz,MBX,Mercedes-Benz,AMG S 63 4MATIC,V222E40DETC-Z8017,0,3.982,JMBXJ04.0U2A,Both,603,8,M177-40DETC,A,Automatic,9,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5250,2.82,21,1,Not eqipped,JMBX10049873,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0008,0.0757,236.97,0.005,,0.0005,0,37.4,MPG,,,,,1.55,1.37,-0.2,48.09,0.2459,0.01513,17.68,0.07922,0.014481,TWC,Three-way catalyst,N,,,N,No averaging
2018,Mercedes-Benz,MBX,Mercedes-Benz,AMG S 63 4MATIC (convertible),A217E40DETC-Z8017-2,0,3.982,JMBXJ04.0U2A,Both,603,8,M177-40DETC,A,Automatic,9,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5250,2.82,21,1,Not eqipped,JMBX10050314,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.02053,0.35467,481.62,0.0164,0.00184,0.00382,0.00155,18.4,MPG,18.07,17.37,20.83,,0.17,0.16,0.38,53.04,0.1736,0.01658,26.52,0.03472,0.01658,TWC,Three-way catalyst,N,,,N,No averaging
2018,Mercedes-Benz,MBX,Mercedes-Benz,AMG S 63 4MATIC (convertible),A217E40DETC-Z8017-2,0,3.982,JMBXJ04.0U2A,Both,603,8,M177-40DETC,A,Automatic,9,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5250,2.82,21,1,Not eqipped,JMBX10050315,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.00236,0.08339,262.13,0.00304,,0.00162,0,33.8,MPG,,,,,4.25,3.25,0.76,53.04,0.1736,0.01658,26.52,0.03472,0.01658,TWC,Three-way catalyst,N,,,N,No averaging
2018,Mercedes-Benz,MBX,Mercedes-Benz,AMG S 63 4MATIC (coupe),C217E40DETC-Z8017-1,0,3.982,JMBXJ04.0U2A,Both,603,8,M177-40DETC,A,Automatic,9,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5000,2.82,21,1,Not eqipped,JMBX10050312,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.02317,0.37083,420.9,0.01446,0.00085,0.00415,0.00125,21,MPG,18.91,21.03,22.81,,-0.79,-0.57,0.6,51.46,0.1736,0.01571,20.26,-0.04719,0.015726,TWC,Three-way catalyst,N,,,N,No averaging
2018,Mercedes-Benz,MBX,Mercedes-Benz,AMG S 63 4MATIC (coupe),C217E40DETC-Z8017-1,0,3.982,JMBXJ04.0U2A,Both,603,8,M177-40DETC,A,Automatic,9,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5000,2.82,21,1,Not eqipped,JMBX10050313,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.00154,0.08035,231.79,0.00453,,0.0006,0,38.2,MPG,,,,,2.17,1.64,-0.03,51.46,0.1736,0.01571,20.26,-0.04719,0.015726,TWC,Three-way catalyst,N,,,N,No averaging
2018,Mercedes-Benz,MBX,Mercedes-Benz,AMG S 65,V222E60TC-Z8013-2,0,5.98,JMBXJ06.0U2A,Both,621,12,M279-60TC,A,Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5500,2.65,23.9,1,Not eqipped,JMBX10051042,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.021,0.1931,572.91,0.0475,,0.00595,0.002,15.5,MPG,16.6,14.1,18.3,,0.23,0.31,-0.87,28.41,0.9412,0.00989,8.385,0.0598,0.017543,TWC,Three-way catalyst,N,,,N,No averaging
2018,Mercedes-Benz,MBX,Mercedes-Benz,AMG S 65,V222E60TC-Z8013-2,0,5.98,JMBXJ06.0U2A,Both,621,12,M279-60TC,A,Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5500,2.65,23.9,1,Not eqipped,JMBX10051043,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0145,0.0414,313.8,0.0047,,0.00579,0,28.4,MPG,,,,,-2.26,-2.32,-0.74,28.41,0.9412,0.00989,8.385,0.0598,0.017543,TWC,Three-way catalyst,N,,,N,No averaging
2018,Mercedes-Benz,MBX,Mercedes-Benz,AMG S 65,V222E60TC-Z8013-2,0,5.98,JMBXJ06.0U2A,Both,621,12,M279-60TC,A,Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5500,2.65,23.9,1,Not eqipped,JMBX10051044,MFR,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.028,0.0853,460.9,0.01416,,,,19.3,MPG,11.8,23.7,,,-4.41,-2.03,-2.13,28.41,0.9412,0.00989,8.385,0.0598,0.017543,TWC,Three-way catalyst,N,,,N,No averaging
2018,Mercedes-Benz,MBX,Mercedes-Benz,AMG S 65,V222E60TC-Z8013-2,0,5.98,JMBXJ06.0U2A,Both,621,12,M279-60TC,A,Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5500,2.65,23.9,1,Not eqipped,JMBX10051045,MFR,No,,,,,95,SC03,61,Tier 2 Cert Gasoline,SC03,0.00161,0.04892,649.17,0.01979,,,,13.7,MPG,,,,,-1.28,-0.74,-1.37,28.41,0.9412,0.00989,8.385,0.0598,0.017543,TWC,Three-way catalyst,N,,,N,No averaging
2018,Mercedes-Benz,MBX,Mercedes-Benz,AMG S 65,V222E60TC-Z8013-2,0,5.98,JMBXJ06.0U2A,Both,621,12,M279-60TC,A,Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5500,2.65,23.9,1,Not eqipped,JMBX10051046,MFR,No,,,,,11,Cold CO,27,Cold CO Premium (Tier 2),FTP,0.389,1.4331,683.84,,,,,13,MPG,10.9,12.4,17,,1.8,1.32,0.12,31.57,1.0458,0.01099,8.651,0.06729,0.019302,TWC,Three-way catalyst,N,,,N,No averaging
2018,Mercedes-Benz,MBX,Mercedes-Benz,AMG S 65 (convertible),A217E60TC-Z5013-2,0,5.98,HMBXJ06.0U2A,Both,621,12,M279-60TC,A,Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5250,2.65,24.2,1,Not eqipped,HMBX10044244,MFR,No,,,,,11,Cold CO,27,Cold CO Premium (Tier 2),FTP,0.159,1.25674,647.08,,,,,13.7,MPG,12.2,12.9,17.4,,-0.62,-0.24,-0.23,36.956,0.96422,0.012606,14.777,0.0033,0.021264,TWC,Three-way catalyst,N,,,N,No averaging
2018,Mercedes-Benz,MBX,Mercedes-Benz,AMG S 65 (convertible),A217E60TC-Z5013-2,0,5.98,HMBXJ06.0U2A,Both,621,12,M279-60TC,A,Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5250,2.65,24.2,1,Not eqipped,HMBX10044245,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.03,0.2111,533.8,0.0406,0.0023,0.00676,0.001,16.7,MPG,17.9,15.2,19.3,,0.2,-0.01,-0.74,33.26,0.8678,0.011345,16.559,-0.0811,0.020128,TWC,Three-way catalyst,N,,,N,No averaging
2018,Mercedes-Benz,MBX,Mercedes-Benz,AMG S 65 (convertible),A217E60TC-Z5013-2,0,5.98,HMBXJ06.0U2A,Both,621,12,M279-60TC,A,Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5250,2.65,24.2,1,Not eqipped,HMBX10044246,MFR,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.023,0.08336,446.04,0.02157,0.00483,,,20,MPG,13.5,23.1,,,-2.85,-2.69,-2.35,33.26,0.8678,0.011345,16.559,-0.0811,0.020128,TWC,Three-way catalyst,N,,,N,No averaging
2018,Mercedes-Benz,MBX,Mercedes-Benz,AMG S 65 (convertible),A217E60TC-Z5013-2,0,5.98,HMBXJ06.0U2A,Both,621,12,M279-60TC,A,Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5250,2.65,24.2,1,Not eqipped,HMBX10044247,MFR,No,,,,,95,SC03,61,Tier 2 Cert Gasoline,SC03,0.004,0.03798,559.43,0.02028,,,,15.9,MPG,,,,,0.05,0.31,-0.11,33.26,0.8678,0.011345,16.559,-0.0811,0.020128,TWC,Three-way catalyst,N,,,N,No averaging
2018,Mercedes-Benz,MBX,Mercedes-Benz,AMG S 65 (convertible),A217E60TC-Z5013-2,0,5.98,HMBXJ06.0U2A,Both,621,12,M279-60TC,A,Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5250,2.65,24.2,1,Not eqipped,HMBX10044256,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.013,0.0309,316.82,0.006,,0.00547,0,28.1,MPG,,,,,2.88,2.17,-0.34,33.26,0.8678,0.011345,16.559,-0.0811,0.020128,TWC,Three-way catalyst,N,,,N,No averaging
2018,Mercedes-Benz,MBX,Mercedes-Benz,AMG S 65 (coupe),C217E60TC-Z5013-1,1,5.98,HMBXJ06.0U2A,Both,621,12,M279-60TC,A,Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5250,2.65,23.9,1,Not eqipped,HMBX10045022,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.024,0.2208,549.42,0.037,0.0027,0.00628,0.001,16.2,MPG,16.9,14.8,18.9,,0.82,0.73,0.05,31.687,0.8678,0.010472,16.015,-0.0569,0.018882,TWC,Three-way catalyst,N,,,N,No averaging
2018,Mercedes-Benz,MBX,Mercedes-Benz,AMG S 65 (coupe),C217E60TC-Z5013-1,1,5.98,HMBXJ06.0U2A,Both,621,12,M279-60TC,A,Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5250,2.65,23.9,1,Not eqipped,HMBX10045023,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.003,0.0211,307.7,0.0063,,0.00225,0,28.9,MPG,,,,,0.53,0.1,-0.56,31.687,0.8678,0.010472,16.015,-0.0569,0.018882,TWC,Three-way catalyst,N,,,N,No averaging
2018,Mercedes-Benz,MBX,Mercedes-Benz,AMG S 65 (coupe),C217E60TC-Z5013-1,1,5.98,HMBXJ06.0U2A,Both,621,12,M279-60TC,A,Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5250,2.65,23.9,1,Not eqipped,HMBX10045024,MFR,No,,,,,95,SC03,61,Tier 2 Cert Gasoline,SC03,0.006,0.06357,585.4,0.02511,,,,15.2,MPG,,,,,0.15,0,-0.26,31.687,0.8678,0.010472,16.015,-0.0569,0.018882,TWC,Three-way catalyst,N,,,N,No averaging
2018,Mercedes-Benz,MBX,Mercedes-Benz,AMG S 65 (coupe),C217E60TC-Z5013-1,1,5.98,HMBXJ06.0U2A,Both,621,12,M279-60TC,A,Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5250,2.65,23.9,1,Not eqipped,HMBX10045025,MFR,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.017,0.23384,452.28,0.02028,,,,19.7,MPG,12.8,23.2,,,-4.22,-2.93,-2.47,31.687,0.8678,0.010472,16.015,-0.0569,0.018882,TWC,Three-way catalyst,N,,,N,No averaging
2018,Mercedes-Benz,MBX,Mercedes-Benz,AMG S 65 (coupe),C217E60TC-Z5013-1,1,5.98,HMBXJ06.0U2A,Both,621,12,M279-60TC,A,Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5250,2.65,23.9,1,Not eqipped,HMBX10045026,MFR,No,,,,,11,Cold CO,27,Cold CO Premium (Tier 2),FTP,0.139,1.11689,660.31,,,,,13.5,MPG,12.3,12.8,16.6,,0.86,0.67,-0.2,35.208,0.96422,0.011636,12.668,0.0686,0.019331,TWC,Three-way catalyst,N,,,N,No averaging
2018,Mercedes-Benz,MBX,Mercedes-Benz,AMG SL 65,R231E60TC-Z3020,1,5.98,HMBXJ06.0U2A,Both,621,12,M279-60TC,A,Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,2.65,25,1,Not eqipped,HMBX10044016,MFR,No,,,,,11,Cold CO,27,Cold CO Premium (Tier 2),FTP,0.33507,1.59567,655.9,,,,,13.5,MPG,11.1,13.2,17.3,,0.81,0.68,-0.13,41.593,0.70402,0.012548,27.427,-0.14805,0.01922,TWC,Three-way catalyst,N,,,N,No averaging
2018,Mercedes-Benz,MBX,Mercedes-Benz,AMG SL 65,R231E60TC-Z3020,1,5.98,HMBXJ06.0U2A,Both,621,12,M279-60TC,A,Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,2.65,25,1,Not eqipped,HMBX10044017,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.03058,0.3264,517.95,0.0348,0.0034,0.00644,0,17.1,MPG,16.9,15.9,20.1,,0.2,0.35,0.35,37.434,0.63362,0.011293,22.953,-0.23329,0.018242,TWC,Three-way catalyst,N,,,N,No averaging
2018,Mercedes-Benz,MBX,Mercedes-Benz,AMG SL 65,R231E60TC-Z3020,1,5.98,HMBXJ06.0U2A,Both,621,12,M279-60TC,A,Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,2.65,25,1,Not eqipped,HMBX10044018,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.00032,0.0344,312.88,0.0056,,0,0,28.3,MPG,,,,,7.11,5.63,0.34,37.434,0.63362,0.011293,22.953,-0.23329,0.018242,TWC,Three-way catalyst,N,,,N,No averaging
2018,Mercedes-Benz,MBX,Mercedes-Benz,AMG SL 65,R231E60TC-Z3020,1,5.98,HMBXJ06.0U2A,Both,621,12,M279-60TC,A,Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,2.65,25,1,Not eqipped,HMBX10044019,MFR,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.00177,0.11346,419.5,0.01255,0.00171,,,21.1,MPG,14.2,24.5,,,-7.96,-4.5,-2.82,37.434,0.63362,0.011293,22.953,-0.23329,0.018242,TWC,Three-way catalyst,N,,,N,No averaging
2018,Mercedes-Benz,MBX,Mercedes-Benz,AMG SL 65,R231E60TC-Z3020,1,5.98,HMBXJ06.0U2A,Both,621,12,M279-60TC,A,Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,2.65,25,1,Not eqipped,HMBX10044020,MFR,No,,,,,95,SC03,61,Tier 2 Cert Gasoline,SC03,0.00354,0.24221,694.33,0.01931,,,,12.7,MPG,,,,,-1.77,-1.35,-1.34,37.434,0.63362,0.011293,22.953,-0.23329,0.018242,TWC,Three-way catalyst,N,,,N,No averaging
2018,Mercedes-Benz,MBX,Mercedes-Benz,AMG SLC 43,R172E30DETC-S-Z7027,0,2.996,HMBXJ03.0U2A,Both,362,6,M276-30DETC-S,A,Automatic,9,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3875,2.82,23.5,1,Not eqipped,HMBX10043538,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.01448,0.2337,342.83,0.0084,0.0005,0.00354,0.00145,25.8,MPG,24.16,24.87,29.32,,3.46,2.25,0,37.979,0.39774,0.014254,17.841,0.3326,0.013293,TWC,Three-way catalyst,N,,,N,No averaging
2018,Mercedes-Benz,MBX,Mercedes-Benz,AMG SLC 43,R172E30DETC-S-Z7027,0,2.996,HMBXJ03.0U2A,Both,362,6,M276-30DETC-S,A,Automatic,9,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3875,2.82,23.5,1,Not eqipped,HMBX10043539,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.00064,0.0655,218.27,0.0021,,0.00016,0,40.6,MPG,,,,,7.39,6.13,0.1,37.979,0.39774,0.014254,17.841,0.3326,0.013293,TWC,Three-way catalyst,N,,,N,No averaging
2018,Mercedes-Benz,MBX,Mercedes-Benz,C 300,W205E20DETC-Z8022,0,1.991,JMBXJ02.0U2C,Both,241,4,M274-20DETC,A,Automatic,9,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3875,3.07,24.7,1,Not eqipped,JMBX10049835,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.01996,0.16174,288.15828,0.00628,0.00097,0.00257,0.00065,30.7,MPG,30.26,29.56,33.41,,0.29,-0.07,-1.01,28.8,0.311,0.014,6.654,0.47866,0.010614,TWC,Three-way catalyst,N,,,N,No averaging
2018,Mercedes-Benz,MBX,Mercedes-Benz,C 300,W205E20DETC-Z8022,0,1.991,JMBXJ02.0U2C,Both,241,4,M274-20DETC,A,Automatic,9,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3875,3.07,24.7,1,Not eqipped,JMBX10049836,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.015,0.041,185.275,0.002,,0.003,0,47.8,MPG,,,,,-0.77,-1.15,-0.86,28.8,0.311,0.014,6.654,0.47866,0.010614,TWC,Three-way catalyst,N,,,N,No averaging
2018,Mercedes-Benz,MBX,Mercedes-Benz,C 300 (convertible),A205E20DETC-Z7021,2,1.991,JMBXJ02.0U2C,Both,241,4,M274-20DETC,A,Automatic,9,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,3.07,24.8,1,Not eqipped,JMBX10049889,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0126,0.1907,310.6829,0.0063,0.0007,0.0017,0.0006,28.5,MPG,27.4366,27.8083,30.6687,,0.56,0.15,0.45,48.54,0.0542,0.02025,24.27,0.0108,0.02025,TWC,Three-way catalyst,N,,,N,No averaging
2018,Mercedes-Benz,MBX,Mercedes-Benz,C 300 (convertible),A205E20DETC-Z7021,2,1.991,JMBXJ02.0U2C,Both,241,4,M274-20DETC,A,Automatic,9,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,3.07,24.8,1,Not eqipped,JMBX10049892,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0051,0.051,211.7248,0.0016,0.0006,0.0018,0,41.8,MPG,,,,,4.71,3.49,0.33,48.54,0.0542,0.02025,24.27,0.0108,0.02025,TWC,Three-way catalyst,N,,,N,No averaging
2018,Mercedes-Benz,MBX,Mercedes-Benz,C 300 (coupe),W205E20DETC-Z8022-1,1,1.991,JMBXJ02.0U2C,Both,241,4,M274-20DETC,A,Automatic,9,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,3.07,24.8,1,Not eqipped,JMBX10049845,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.00998,0.06421,202.7031,0.00145,,0.00209,0,43.6,MPG,,,,,4.19,3.03,-0.67,47.42,0.0181,0.01769,22.04,0.07674,0.015139,TWC,Three-way catalyst,N,,,N,No averaging
2018,Mercedes-Benz,MBX,Mercedes-Benz,C 300 (coupe),W205E20DETC-Z8022-1,1,1.991,JMBXJ02.0U2C,Both,241,4,M274-20DETC,A,Automatic,9,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,3.07,24.8,1,Not eqipped,JMBX10049846,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.01851,0.17349,309.836,0.00821,0.0008,0.00177,0.00046,28.5,MPG,28.32,27.3,31.44,,0.62,0.46,-0.44,47.42,0.0181,0.01769,22.04,0.07674,0.015139,TWC,Three-way catalyst,N,,,N,No averaging
2018,Mercedes-Benz,MBX,Mercedes-Benz,C 300 4MATIC,W205E20DETC-Z8022-2,0,1.991,JMBXJ02.0U2C,Both,241,4,M274-20DETC,A,Automatic,9,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,3.07,24.7,1,Not eqipped,JMBX10049849,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.01658,0.1788,296.621,0.00756,0.0006,29.8,0.00052,29.8,MPG,29.3,28.73,32.51,,-0.05,-0.2,-1.15,35.51,0.3111,0.01402,15.139,0.34479,0.01207,TWC,Three-way catalyst,N,,,N,No averaging
2018,Mercedes-Benz,MBX,Mercedes-Benz,C 300 4MATIC,W205E20DETC-Z8022-2,0,1.991,JMBXJ02.0U2C,Both,241,4,M274-20DETC,A,Automatic,9,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,3.07,24.7,1,Not eqipped,JMBX10049850,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.00789,0.04812,193.657,0.00193,,0.00225,0.0001,45.6,MPG,,,,,1.43,0.59,0.25,35.51,0.3111,0.01402,15.139,0.34479,0.01207,TWC,Three-way catalyst,N,,,N,No averaging
2018,Mercedes-Benz,MBX,Mercedes-Benz,C 300 4MATIC (convertible),A205E20DETC-Z7021-1,2,1.991,JMBXJ02.0U2C,Both,241,4,M274-20DETC,A,Automatic,9,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,3.07,24.8,1,Not eqipped,JMBX10049857,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.01078,0.14243,319.922,0.0074,0.0006,0.00177,0.00064,27.7,MPG,27.03,26.96,29.55,,2.21,1.5,0.26,42.923,0.30012,0.017047,22.503,0.26675,0.015459,TWC,Three-way catalyst,N,,,N,No averaging
2018,Mercedes-Benz,MBX,Mercedes-Benz,C 300 4MATIC (convertible),A205E20DETC-Z7021-1,2,1.991,JMBXJ02.0U2C,Both,241,4,M274-20DETC,A,Automatic,9,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,3.07,24.8,1,Not eqipped,JMBX10049858,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0095,0.07628,210.987,0.00113,0.0005,0.0029,0,41.9,MPG,,,,,4.7,0,-0.07,42.923,0.30012,0.017047,22.503,0.26675,0.015459,TWC,Three-way catalyst,N,,,N,No averaging
2018,Mercedes-Benz,MBX,Mercedes-Benz,C 300 4MATIC (coupe),W205E20DETC-Z8022-3,0,1.991,JMBXJ02.0U2C,Both,241,4,M274-20DETC,A,Automatic,9,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,3.07,24.8,1,Not eqipped,JMBX10049853,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.02108,0.21372,309.668,0.00692,0.001,0.00241,0.00058,28.5,MPG,28.24,27.37,31.33,,-0.71,-0.28,-0.74,46.29,0.2025,0.016,24.864,0.24631,0.0137,TWC,Three-way catalyst,N,,,N,No averaging
2018,Mercedes-Benz,MBX,Mercedes-Benz,C 300 4MATIC (coupe),W205E20DETC-Z8022-3,0,1.991,JMBXJ02.0U2C,Both,241,4,M274-20DETC,A,Automatic,9,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,3.07,24.8,1,Not eqipped,JMBX10049854,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.01851,0.07838,206.22,0.00241,,0.00322,0.0001,42.9,MPG,,,,,0.62,-0.07,-0.03,46.29,0.2025,0.016,24.864,0.24631,0.0137,TWC,Three-way catalyst,N,,,N,No averaging
2018,Mercedes-Benz,MBX,Mercedes-Benz,C 350e,W205E20DETC-Z6029,1,1.991,GMBXV02.0HY1,Car,275,4,M274-20HP,A,Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,3.06,30,1,Not eqipped,GMBX10045422,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.017,0.3819,237.3,0.0018,,0.004,0.001,37.4,MPG,33.84559,43.29257,32.28272,42.42222,1.87,1.33,1.14,35.282,0.57854,0.011636,15.456,-0.0803,0.018009,TWC,Three-way catalyst,N,,,N,No averaging
