Model Year,Vehicle Manufacturer Name,Veh Mfr Code,Represented Test Veh Make,Represented Test Veh Model,Test Vehicle ID,Test Veh Configuration #,Test Veh Displacement (L),Actual Tested Testgroup,Vehicle Type,Rated Horsepower,# of Cylinders and Rotors,Engine Code,Tested Transmission Type Code,Tested Transmission Type,# of Gears,Transmission Lockup?,Drive System Code,Drive System Description,Transmission Overdrive Code,Transmission Overdrive Desc,Weight,Axle Ratio,N/V Ratio,Shift Indicator Light Use Cd,Shift Indicator Light Use Desc,Test Number,Test Originator,Analytically Derived FE?,ADFE Test Number,ADFE Total Road Load HP,ADFE Equiv. Test Weight (lbs.),ADFE N/V Ratio,Test Procedure Cd,Test Procedure Description,Test Fuel Type Cd,Test Fuel Type Description,Test Category,THC (g/mi),CO (g/mi),CO2 (g/mi),NOx (g/mi),PM (g/mi),CH4 (g/mi),N2O (g/mi),RND_ADJ_FE,FE_UNIT,FE Bag 1,FE Bag 2,FE Bag 3,FE Bag 4,DT-Inertia Work Ratio Rating,DT-Absolute Speed Change Ratg,DT-Energy Economy Rating,Target Coef A (lbf),Target Coef B (lbf/mph),Target Coef C (lbf/mph**2),Set Coef A (lbf),Set Coef B (lbf/mph),Set Coef C (lbf/mph**2),Aftertreatment Device Cd,Aftertreatment Device Desc,Police - Emergency Vehicle?,Averaging Group ID,Averaging Weighting Factor,Averaging Method Cd,Averging Method Desc
2018,BMW,BMX,BMW,440i Coupe,K522000,0,3,HBMXV03.0B58,Car,322,6,3.0-B58-F32,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,2.81,24,1,Not eqipped,HBMX91003294,EPA,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0148753,0.3055592,325.1550518,0.0178739,,0.0035595,,27.4,MPG,27.3679515,26.7619946,28.4829717,,0.251077,-0.024349,-0.240854,53.4,-0.423,0.02168,21.2,0.035,0.01591,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,BMW,440i Coupe,K522000,1,3,HBMXV03.0B58,Car,322,6,3.0-B58-F32,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,2.81,24,1,Not eqipped,HBMX10043507,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.02309,0.4678,338.51,0.0218,,0.00975,0.0037,26,MPG,26.2,24.9,28.5,,2.53,1.563,0.983,53.4,-0.423,0.02168,21.2,0.035,0.01591,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,BMW,440i Coupe,K522000,2,3,HBMXV03.0B58,Car,322,6,3.0-B58-F32,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,2.81,24,1,Not eqipped,HBMX10043882,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.02503,0.4895,314.37,0.02,,0.0093,0.003,28.1,MPG,27.4,27.6,29.7,,2.89,1.945,0.709,58,-0.41,0.02205,25.4,0.02,0.01653,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,BMW,440i Coupe,K522000,2,3,HBMXV03.0B58,Car,322,6,3.0-B58-F32,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,2.81,24,1,Not eqipped,HBMX10043883,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.00583,0.0094,192.845,0.0057,,0.00371,,45.8,MPG,,,,,4.127,3.5,0.185,58,-0.41,0.02205,25.4,0.02,0.01653,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,BMW,440i Coupe,K522000,3,3,HBMXV03.0B58,Car,322,6,3.0-B58-F32,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,2.81,24,1,Not eqipped,HBMX10043510,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.02016,0.3604,345.48,0.0188,,0.00799,0.0025,25.6,MPG,25.9,24.4,27.9,,2.208,1.509,0.658,58,-0.41,0.02205,25.4,0.02,0.01653,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,BMW,440i Coupe,K523000,0,3,HBMXV03.0B58,Car,322,6,3.0-B58-F32,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,3.23,36.2,1,Not eqipped,HBMX10043620,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0107,0.2591,381.48,0.0185,,0.00186,0.00098,23.2,MPG,23.5,21.9,25.7,,-1.144,-0.756,-1.471,40.1,0.1,0.01676,23.9,-0.07,0.01731,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,BMW,440i Coupe,K523000,0,3,HBMXV03.0B58,Car,322,6,3.0-B58-F32,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,3.23,36.2,1,Not eqipped,HBMX10043621,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.00021,0.0101,217.85,0.0023,,0,,40.6,MPG,,,,,-1.363,-1.039,-0.727,40.1,0.1,0.01676,23.9,-0.07,0.01731,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,BMW,440i Coupe,K523000,1,3,HBMXV03.0B58,Car,322,6,3.0-B58-F32,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,3.23,36.1,1,Not eqipped,HBMX10043622,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.01301,0.2102,383.94,0.0233,,0.00265,0.00107,23,MPG,23,22,25.2,,-1.05,-0.784,-1.236,44.8,0.113,0.01713,28.1,-0.029,0.01729,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,BMW,440i Coupe,K523000,1,3,HBMXV03.0B58,Car,322,6,3.0-B58-F32,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,3.23,36.1,1,Not eqipped,HBMX10043624,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.00132,0.0129,221.5,0.0035,,0.00076,,39.9,MPG,,,,,-0.415,-0.036,-0.654,44.8,0.113,0.01713,28.1,-0.029,0.01729,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,BMW,440i Gran Coupe,G186602,0,3,HBMXV03.0B58,Car,322,6,3.0-B58-F36,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,2.81,23.8,1,Not eqipped,HBMX10043953,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.01418,0.2887,309.15,0.0158,,0.0033,0.00066,28.6,MPG,28,28,30.2,,-0.674,-0.261,-1.146,53.1,-0.424,0.02147,18.9,0.088,0.01538,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,BMW,440i Gran Coupe,G186602,0,3,HBMXV03.0B58,Car,322,6,3.0-B58-F36,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,2.81,23.8,1,Not eqipped,HBMX10043954,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.00065,0.0081,184.04,0.0037,,0.00015,,48.1,MPG,,,,,2.604,2.334,-0.462,53.1,-0.424,0.02147,18.9,0.088,0.01538,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,BMW,440i Gran Coupe,G186602,1,3,HBMXV03.0B58,Car,322,6,3.0-B58-F36,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,2.81,23.8,1,Not eqipped,HBMX10043370,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.00782,0.1058,342.94,0.0251,,0.00174,0.00083,25.8,MPG,25.9,24.8,27.9,,1.862,1.291,-0.385,53.1,-0.424,0.02147,18.9,0.088,0.01538,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,BMW,440i Gran Coupe,G186602,2,3,HBMXV03.0B58,Car,322,6,3.0-B58-F36,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,2.81,23.8,1,Not eqipped,HBMX10043955,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.01149,0.1693,315.33,0.0183,,0.00289,0.00066,28.1,MPG,27.6,27.5,29.6,,-0.076,-0.031,-0.755,58.3,-0.409,0.02183,27.2,-0.017,0.01689,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,BMW,440i Gran Coupe,G186602,2,3,HBMXV03.0B58,Car,322,6,3.0-B58-F36,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,2.81,23.8,1,Not eqipped,HBMX10043956,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.00055,0.0108,192.33,0.0035,,0,,46.1,MPG,,,,,-0.562,-0.78,-1.212,58.3,-0.409,0.02183,27.2,-0.017,0.01689,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,BMW,440i Gran Coupe,G186602,3,3,HBMXV03.0B58,Car,322,6,3.0-B58-F36,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,2.81,23.8,1,Not eqipped,HBMX10043377,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.00832,0.1339,343.98,0.02,,0.00206,0.00095,25.7,MPG,25.8,24.8,27.6,,-1.118,-0.862,-1.306,58.3,-0.409,0.02183,27.2,-0.017,0.01689,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,BMW,440i xDrive Convertible,5A14604,4,3,HBMXV03.0B58,Car,322,6,3.0-B58-F33X,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4750,2.81,23.8,1,Not eqipped,HBMX10044131,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.01188,0.1442,334.14,0.0173,,0.00351,0.00087,26.5,MPG,25.7,25.9,28.1,,-6.606,-4.175,-3.476,62.5,-0.538,0.0245,25.7,0.049,0.01684,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,BMW,440i xDrive Convertible,5A14604,4,3,HBMXV03.0B58,Car,322,6,3.0-B58-F33X,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4750,2.81,23.8,1,Not eqipped,HBMX10044132,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.002,0.0197,204.31,0.0035,,0.0005,,43.4,MPG,,,,,-0.877,-0.578,-1.371,62.5,-0.538,0.0245,25.7,0.049,0.01684,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,BMW,440i xDrive Convertible,5A14604,5,3,HBMXV03.0B58,Car,322,6,3.0-B58-F33X,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4750,2.81,23.8,1,Not eqipped,HBMX10044133,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.01451,0.2353,358.76,0.0159,,0.00389,0.00091,24.6,MPG,24.5,23.9,26.2,,-7.099,-5.138,-3.429,62.5,-0.538,0.0245,25.7,0.049,0.01684,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,BMW,440i xDrive Convertible,5A14604,6,3,HBMXV03.0B58,Car,322,6,3.0-B58-F33X,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4750,2.81,23.8,1,Not eqipped,HBMX10044134,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.01285,0.1564,343.22,0.0189,,0.00459,0.00141,25.8,MPG,25.4,25.3,27.1,,-6.764,-4.384,-3.563,68,-0.522,0.0245,31.1,0.068,0.01734,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,BMW,440i xDrive Convertible,5A14604,6,3,HBMXV03.0B58,Car,322,6,3.0-B58-F33X,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4750,2.81,23.8,1,Not eqipped,HBMX10044135,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.00449,0.0164,216.31,0.0068,,0.00103,,41,MPG,,,,,-2.455,-1.79,-0.858,68,-0.522,0.0245,31.1,0.068,0.01734,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,BMW,440i xDrive Convertible,5A14604,7,3,HBMXV03.0B58,Car,322,6,3.0-B58-F33X,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4750,2.81,23.8,1,Not eqipped,HBMX10044136,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.01854,0.3094,374.31,0.0166,,0.00555,0.0015,23.6,MPG,23.6,22.9,25,,-3.852,-2.686,-2.021,68,-0.522,0.0245,31.1,0.068,0.01734,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,BMW,440i xDrive Coupe,K522000,4,3,HBMXV03.0B58,Car,322,6,3.0-B58-F32X,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,2.81,24,1,Not eqipped,HBMX91003284,EPA,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0001219,0.0006193,203.6838967,0.0047613,,0.0001925,,43.7,MPG,,,,,1.369577,0.957331,-0.017629,60.7,-0.542,0.02379,28.8,-0.144,0.01855,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,BMW,440i xDrive Coupe,K522000,4,3,HBMXV03.0B58,Car,322,6,3.0-B58-F32X,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,2.81,24,1,Not eqipped,HBMX91003285,EPA,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0133527,0.3454845,333.644208,0.0163054,,0.0033961,,26.6,MPG,26.3735214,26.0544959,28.0477995,,0.15122,0.518017,-0.101276,60.7,-0.542,0.02379,28.8,-0.144,0.01855,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,BMW,440i xDrive Coupe,K522000,5,3,HBMXV03.0B58,Car,322,6,3.0-B58-F32X,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,2.81,24,1,Not eqipped,HBMX10043885,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.02844,0.5721,356.15,0.0243,,0.01112,0.0044,25,MPG,25.1,23.9,27.2,,3.01,2.125,0.919,60.7,-0.542,0.02379,28.8,-0.144,0.01855,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,BMW,440i xDrive Coupe,K522000,6,3,HBMXV03.0B58,Car,322,6,3.0-B58-F32X,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,2.81,24,1,Not eqipped,HBMX10043886,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.01822,0.2893,322.54,0.0194,,0.00891,0.0037,27.6,MPG,26.9,27,29.4,,-1.883,-1,-0.689,65.5,-0.529,0.02416,35,-0.173,0.01941,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,BMW,440i xDrive Coupe,K522000,6,3,HBMXV03.0B58,Car,322,6,3.0-B58-F32X,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,2.81,24,1,Not eqipped,HBMX10043927,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.00977,0.0138,201.73,0.0064,,0.00467,,44.2,MPG,,,,,-2.369,-2.099,-0.596,65.5,-0.529,0.02416,35,-0.173,0.01941,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,BMW,440i xDrive Coupe,K522000,7,3,HBMXV03.0B58,Car,322,6,3.0-B58-F32X,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,2.81,24,1,Not eqipped,HBMX10043887,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.02872,0.7007,356.82,0.0338,,0.01147,0.0062,24.9,MPG,25.1,24.1,26.6,,3.427,2.225,1.155,65.5,-0.529,0.02416,35,-0.173,0.01941,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,BMW,440i xDrive Coupe,K523000,2,3,HBMXV03.0B58,Car,322,6,3.0-B58-F32X,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,3.23,36.2,1,Not eqipped,HBMX10043625,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.01331,0.2598,388.76,0.0246,,0.00245,0.00129,22.7,MPG,22.9,21.5,25.4,,1.524,1.213,-0.091,41.6,0.174,0.01685,25.3,0.036,0.01685,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,BMW,440i xDrive Coupe,K523000,2,3,HBMXV03.0B58,Car,322,6,3.0-B58-F32X,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,3.23,36.2,1,Not eqipped,HBMX10043626,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.00027,0.0116,223.71,0.0037,,0,,39.5,MPG,,,,,4.351,3.638,0.017,41.6,0.174,0.01685,25.3,0.036,0.01685,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,BMW,440i xDrive Coupe,K523000,3,3,HBMXV03.0B58,Car,322,6,3.0-B58-F32X,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,3.23,36.1,1,Not eqipped,HBMX10043627,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.01324,0.2306,389.68,0.0285,,0.00361,0.00144,22.7,MPG,22.7,21.7,24.8,,0.216,0.044,-0.568,46.3,0.187,0.01722,28.5,0.03,0.01758,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,BMW,440i xDrive Coupe,K523000,3,3,HBMXV03.0B58,Car,322,6,3.0-B58-F32X,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,3.23,36.1,1,Not eqipped,HBMX10043628,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.00299,0.0171,228.05,0.0039,,0.00185,,38.8,MPG,,,,,-0.503,-0.36,-0.999,46.3,0.187,0.01722,28.5,0.03,0.01758,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,BMW,440i xDrive Gran Coupe,G186602,4,3,HBMXV03.0B58,Car,322,6,3.0-B58-F36X,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,2.81,23.8,1,Not eqipped,HBMX10043957,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.01222,0.1706,321.25,0.015,,0.00299,0.00065,27.5,MPG,27,27,29.1,,-0.382,-0.211,-0.903,60.3,-0.543,0.02357,27.2,-0.039,0.01738,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,BMW,440i xDrive Gran Coupe,G186602,4,3,HBMXV03.0B58,Car,322,6,3.0-B58-F36X,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,2.81,23.8,1,Not eqipped,HBMX10043958,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0005,0.0134,195.42,0.0034,,0,,45.4,MPG,,,,,-4.126,-3.161,-0.881,60.3,-0.543,0.02357,27.2,-0.039,0.01738,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,BMW,440i xDrive Gran Coupe,G186602,5,3,HBMXV03.0B58,Car,322,6,3.0-B58-F36X,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,2.81,23.8,1,Not eqipped,HBMX10043959,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0141,0.2209,347.46,0.0163,,0.00315,0.00074,25.5,MPG,25.7,24.4,27.4,,-0.286,-0.078,-0.858,60.3,-0.543,0.02357,27.2,-0.039,0.01738,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,BMW,440i xDrive Gran Coupe,G186602,6,3,HBMXV03.0B58,Car,322,6,3.0-B58-F36X,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,2.81,23.8,1,Not eqipped,HBMX10043960,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.00859,0.1371,328.01,0.0199,,0.00228,0.00086,27,MPG,26.6,26.4,28.4,,-0.233,-0.283,-0.798,65.8,-0.528,0.02393,32.2,0.009,0.01713,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,BMW,440i xDrive Gran Coupe,G186602,6,3,HBMXV03.0B58,Car,322,6,3.0-B58-F36X,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,2.81,23.8,1,Not eqipped,HBMX10043961,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.00017,0.0132,202.93,0.0037,,0,,43.6,MPG,,,,,-0.363,-0.281,-0.997,65.8,-0.528,0.02393,32.2,0.009,0.01713,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,BMW,440i xDrive Gran Coupe,G186602,7,3,HBMXV03.0B58,Car,322,6,3.0-B58-F36X,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,2.81,23.8,1,Not eqipped,HBMX10043387,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.01031,0.1729,355.8,0.0161,,0.00229,0.00092,24.8,MPG,25.1,23.9,26.6,,-0.551,-0.387,-1.021,65.8,-0.528,0.02393,32.2,0.009,0.01713,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,BMW,530e,G622303,2,2,JBMXV02.0H30,Car,180,4,2.0-B46-G3E,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,3.23,26.6,1,Not eqipped,JBMX10046577,MFR,No,,,,,81,Charge Depleting UDDS,62,Electricity,CD,,,,,,,,,MPG,,,,,,,,51.1,-0.114,0.02015,12.1,0.305,0.0154,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,BMW,530e,G622303,2,2,JBMXV02.0H30,Car,180,4,2.0-B46-G3E,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,3.23,26.6,1,Not eqipped,JBMX10046578,MFR,No,,,,,84,Charge Depleting Highway,62,Electricity,CD,,,,,,,,,MPG,,,,,,,,51.1,-0.114,0.02015,12.1,0.305,0.0154,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,BMW,530e,G622303,2,2,JBMXV02.0H30,Car,180,4,2.0-B46-G3E,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,3.23,26.6,1,Not eqipped,JBMX10046790,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.00877,0.2336,250.31,0.0021,,0.00148,0.00079,35.7,MPG,28.4,41.5,32.3,42.9,-0.656,-0.233,-0.58,51.1,-0.114,0.02015,12.1,0.305,0.0154,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,BMW,530e,G622303,2,2,JBMXV02.0H30,Car,180,4,2.0-B46-G3E,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,3.23,26.6,1,Not eqipped,JBMX10046791,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.00044,0.0485,203.63,0.0029,,0.00023,,43.7,MPG,,,,,3.842,2.981,0.756,51.1,-0.114,0.02015,12.1,0.305,0.0154,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,BMW,530e xDrive,G622303,1,2,JBMXV02.0H30,Car,180,4,2.0-B46G3XE,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4750,3.23,26.6,1,Not eqipped,JBMX10046580,MFR,No,,,,,84,Charge Depleting Highway,62,Electricity,CD,,,,,,,,,MPG,,,,,,,,56.4,-0.192,0.02215,18.7,0.246,0.01743,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,BMW,530e xDrive,G622303,1,2,JBMXV02.0H30,Car,180,4,2.0-B46G3XE,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4750,3.23,26.6,1,Not eqipped,JBMX10047576,MFR,No,,,,,81,Charge Depleting UDDS,62,Electricity,CD,,,,,,,,,MPG,,,,,,,,56.4,-0.192,0.02215,18.7,0.246,0.01743,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,BMW,530e xDrive,G622303,1,2,JBMXV02.0H30,Car,180,4,2.0-B46G3XE,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4750,3.23,26.6,1,Not eqipped,JBMX91003453,EPA,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0,0.0122906,202.6618315,0.0020989,,0.0000263,,43.9,MPG,,,,,-2.193036,-1.460859,0.71014,56.4,-0.192,0.02215,18.7,0.246,0.01743,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,BMW,530e xDrive,G622303,1,2,JBMXV02.0H30,Car,180,4,2.0-B46G3XE,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4750,3.23,26.6,1,Not eqipped,JBMX91003469,EPA,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.007421,0.1594367,256.036724,0.0028822,,0.0012495,,34.8,MPG,29.3819624,40.0454344,30.6747274,41.0545891,0.134796,0.381039,0.056743,56.4,-0.192,0.02215,18.7,0.246,0.01743,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,BMW,530i,G455610,0,2,HBMXV02.0B4X,Car,248,4,2.0-B46-G30,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,3.08,25.7,1,Not eqipped,HBMX10045118,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0079,0.6057,281.47,0.0073,,0.00387,0.0014,31.7,MPG,30.6,31.7,32.3,,-4.057,-3.082,-1.351,47.6,-0.177,0.0209,17.11,0.199,0.01596,TWC,Three-way catalyst,N,,,N,No averaging
